action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451561,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2ccc(N3CCCC3)nc2C1=O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.88', 'le': '0.34', 'lle': '4.23', 'sei': '7.81'}",CHEMBL5419919,,CHEMBL5419919,6.44,0,http://www.openphacts.org/units/Nanomolar,3958506,=,1,1,=,,IC50,nM,,360.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.36
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451562,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2ccc(N3CCC(F)(F)C3)nc2C1=O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.44', 'le': '0.29', 'lle': '3.57', 'sei': '7.31'}",CHEMBL5397372,,CHEMBL5397372,6.03,0,http://www.openphacts.org/units/Nanomolar,3958507,=,1,1,=,,IC50,nM,,930.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.93
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451563,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2ccc(N3C[C@@H](O)[C@H](O)C3)nc2C1=O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.29', 'le': '0.29', 'lle': '5.76', 'sei': '4.81'}",CHEMBL5412582,,CHEMBL5412582,5.91,0,http://www.openphacts.org/units/Nanomolar,3958508,=,1,1,=,,IC50,nM,,1220.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.22
,,25451564,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2ccc(N3CC(O)C3)nc2C1=O,,,CHEMBL5316318,J Med Chem,2023,,CHEMBL5395206,,CHEMBL5395206,,0,http://www.openphacts.org/units/Nanomolar,3958509,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,10.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451565,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)NC12CC(NC3=C(Cl)C(=O)c4cccnc4C3=O)(C1)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '18.56', 'le': '0.36', 'lle': '5.28', 'sei': '7.49'}",CHEMBL5415704,,CHEMBL5415704,6.60,0,http://www.openphacts.org/units/Nanomolar,3958510,=,1,1,=,,IC50,nM,,250.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.25
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451566,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)NC12CC(NC3=C(Cl)C(=O)c4ncccc4C3=O)(C1)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '18.66', 'le': '0.36', 'lle': '5.32', 'sei': '7.53'}",CHEMBL5422549,,CHEMBL5422549,6.64,0,http://www.openphacts.org/units/Nanomolar,3958511,=,1,1,=,,IC50,nM,,230.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.23
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451567,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NC23CC(NC(=O)C4CC4(F)F)(C2)C3)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.22', 'le': '0.32', 'lle': '4.44', 'sei': '7.25'}",CHEMBL5435504,,CHEMBL5435504,6.39,0,http://www.openphacts.org/units/Nanomolar,3958512,=,1,1,=,,IC50,nM,,410.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.41
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451568,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(NC23CC(NC(=O)C4CC4(F)F)(C2)C3)=C(Cl)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.82', 'le': '0.30', 'lle': '3.89', 'sei': '6.62'}",CHEMBL5411172,,CHEMBL5411172,5.84,0,http://www.openphacts.org/units/Nanomolar,3958513,=,1,1,=,,IC50,nM,,1460.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.46
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451569,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NC12CC(NC3=C(Cl)C(=O)c4cccnc4C3=O)(C1)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '17.09', 'le': '0.34', 'lle': '4.57', 'sei': '7.40'}",CHEMBL5402620,,CHEMBL5402620,6.52,0,http://www.openphacts.org/units/Nanomolar,3958514,=,1,1,=,,IC50,nM,,300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451570,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NC12CC(NC3=C(Cl)C(=O)c4ncccc4C3=O)(C1)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.98', 'le': '0.34', 'lle': '4.53', 'sei': '7.35'}",CHEMBL5418912,,CHEMBL5418912,6.48,0,http://www.openphacts.org/units/Nanomolar,3958515,=,1,1,=,,IC50,nM,,330.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.33
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451571,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@](O)(C(=O)NC12CC(NC3=C(Cl)C(=O)c4cccnc4C3=O)(C1)C2)C(F)(F)F,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.84', 'le': '0.30', 'lle': '4.77', 'sei': '5.88'}",CHEMBL5440868,,CHEMBL5440868,6.38,0,http://www.openphacts.org/units/Nanomolar,3958516,=,1,1,=,,IC50,nM,,420.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.42
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451572,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@](O)(C(=O)NC12CC(NC3=CC(=O)c4ncccc4C3=O)(C1)C2)C(F)(F)F,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.90', 'le': '0.29', 'lle': '4.85', 'sei': '5.43'}",CHEMBL5407427,,CHEMBL5407427,5.89,0,http://www.openphacts.org/units/Nanomolar,3958517,=,1,1,=,,IC50,nM,,1290.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.29
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451573,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NCCC2(O)CCN(C(=O)C3CC3(F)F)CC2)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '15.23', 'le': '0.30', 'lle': '4.80', 'sei': '6.73'}",CHEMBL5406268,,CHEMBL5406268,6.70,0,http://www.openphacts.org/units/Nanomolar,3958518,=,1,1,=,,IC50,nM,,200.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451574,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(NCCC2(O)CCN(C(=O)C3CC3(F)F)CC2)=C(Cl)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '13.40', 'le': '0.27', 'lle': '3.99', 'sei': '5.92'}",CHEMBL5397204,,CHEMBL5397204,5.89,0,http://www.openphacts.org/units/Nanomolar,3958519,=,1,1,=,,IC50,nM,,1280.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.28
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451575,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@](O)(C(=O)N1CCC(O)(CCNC2=C(Cl)C(=O)c3cccnc3C2=O)CC1)C(F)(F)F,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '13.91', 'le': '0.28', 'lle': '5.06', 'sei': '5.52'}",CHEMBL5418169,,CHEMBL5418169,6.62,0,http://www.openphacts.org/units/Nanomolar,3958520,=,1,1,=,,IC50,nM,,240.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.24
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451576,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@](O)(C(=O)N1CCC(O)(CCNC2=C(Cl)C(=O)c3ncccc3C2=O)CC1)C(F)(F)F,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '12.62', 'le': '0.26', 'lle': '4.44', 'sei': '5.01'}",CHEMBL5407373,,CHEMBL5407373,6.00,0,http://www.openphacts.org/units/Nanomolar,3958521,=,1,1,=,,IC50,nM,,990.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.99
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451577,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NC1CN(C2=C(Cl)C(=O)c3cccnc3C2=O)C1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '17.79', 'le': '0.36', 'lle': '4.96', 'sei': '7.97'}",CHEMBL5422301,,CHEMBL5422301,6.33,0,http://www.openphacts.org/units/Nanomolar,3958522,=,1,1,=,,IC50,nM,,470.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.47
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451578,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NC1CN(C2=C(Cl)C(=O)c3ncccc3C2=O)C1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '18.11', 'le': '0.37', 'lle': '5.07', 'sei': '8.12'}",CHEMBL5402868,,CHEMBL5402868,6.44,0,http://www.openphacts.org/units/Nanomolar,3958523,=,1,1,=,,IC50,nM,,360.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.36
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451579,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)NC1CN(C2=C(Cl)C(=O)c3cccnc3C2=O)C1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '19.74', 'le': '0.39', 'lle': '5.78', 'sei': '8.20'}",CHEMBL5401066,,CHEMBL5401066,6.51,0,http://www.openphacts.org/units/Nanomolar,3958524,=,1,1,=,,IC50,nM,,310.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.31
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451580,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)NC1CN(C2=C(Cl)C(=O)c3ncccc3C2=O)C1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '18.89', 'le': '0.37', 'lle': '5.50', 'sei': '7.85'}",CHEMBL5435611,,CHEMBL5435611,6.23,0,http://www.openphacts.org/units/Nanomolar,3958525,=,1,1,=,,IC50,nM,,590.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.59
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451581,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)N1CCC2(CC1)CN(C1=C(Cl)C(=O)c3cccnc3C1=O)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '15.82', 'le': '0.32', 'lle': '3.99', 'sei': '9.18'}",CHEMBL5419286,,CHEMBL5419286,6.48,0,http://www.openphacts.org/units/Nanomolar,3958526,=,1,1,=,,IC50,nM,,330.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.33
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451582,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)N1CCC2(CC1)CN(C1=C(Cl)C(=O)c3ncccc3C1=O)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '13.46', 'le': '0.27', 'lle': '3.03', 'sei': '7.81'}",CHEMBL5397613,,CHEMBL5397613,5.52,0,http://www.openphacts.org/units/Nanomolar,3958527,=,1,1,=,,IC50,nM,,3050.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.05
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451583,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)N1CCC2(CC1)CN(C1=C(Cl)C(=O)c3cccnc3C1=O)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '15.94', 'le': '0.31', 'lle': '4.26', 'sei': '8.67'}",CHEMBL5424751,,CHEMBL5424751,6.12,0,http://www.openphacts.org/units/Nanomolar,3958528,=,1,1,=,,IC50,nM,,760.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.76
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451584,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)N1CCC2(CC1)CN(C1=C(Cl)C(=O)c3ncccc3C1=O)C2,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.60', 'le': '0.28', 'lle': '3.75', 'sei': '7.94'}",CHEMBL5403046,,CHEMBL5403046,5.61,0,http://www.openphacts.org/units/Nanomolar,3958529,=,1,1,=,,IC50,nM,,2480.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,2.48
